carat,cut,color,clarity,depth,table,x,y,z,price
0.9,Very Good,E,SI1,60.1,58,6.25,6.29,3.77,4034
1.01,Good,G,SI2,63.8,53,6.41,6.31,4.06,4185
1.21,Premium,I,SI2,60.7,60,6.88,6.82,4.16,4879
1.02,Ideal,E,SI1,61.9,55,6.46,6.49,4.01,5702
1.11,Ideal,J,SI1,62.4,57,6.57,6.6,4.11,4497
1.15,Premium,J,SI1,62.3,55,6.76,6.66,4.18,4347
1.66,Premium,I,SI2,60.0,59,7.63,7.56,4.56,5310
1.2,Very Good,J,VS2,59.9,60,6.98,6.95,4.17,5140
1.21,Premium,J,VVS1,61.3,59,6.86,6.81,4.19,6001
1.2,Premium,G,VS1,62.9,59,6.75,6.69,4.23,5975
1.03,Ideal,H,SI1,62.2,56,6.45,6.51,4.03,5005
1.02,Ideal,H,VS1,62.2,56,6.48,6.42,4.01,5569
1.4,Premium,E,SI2,62.4,57,7.17,7.12,4.46,6147
1.21,Premium,I,SI1,60.6,56,6.97,6.89,4.2,5556
1.23,Good,J,SI2,63.2,58,6.74,6.82,4.29,4992
1.11,Premium,H,SI2,62.9,59,6.59,6.54,4.13,4662
1.0,Very Good,G,VVS2,60.3,62,6.41,6.45,3.88,7163
1.13,Premium,G,SI2,60.0,61,6.78,6.71,4.05,4518
1.0,Premium,F,SI1,61.2,58,6.44,6.4,3.93,5292
1.06,Ideal,F,VS2,61.2,57,6.58,6.55,4.02,7592
1.01,Good,G,SI1,63.6,57,6.33,6.37,4.04,4588
0.92,Premium,D,SI1,62.5,59,6.24,6.14,3.87,5028
1.08,Ideal,I,SI1,60.3,60,6.67,6.62,4.01,4757
1.31,Premium,H,SI2,60.0,57,7.1,7.07,4.25,6089
1.09,Very Good,H,SI1,61.8,58,6.58,6.63,4.08,4784
1.21,Premium,G,VS2,61.5,58,6.84,6.81,4.2,7792
1.25,Premium,G,VS2,61.2,57,6.95,6.91,4.24,7948
1.19,Very Good,I,VS1,59.9,61,6.85,6.91,4.12,5644
1.5,Very Good,E,SI2,63.3,57,7.28,7.23,4.59,7728
0.8,Very Good,E,VS1,60.7,60,6.0,6.09,3.67,4118
1.15,Ideal,G,SI1,61.7,56,6.72,6.76,4.16,5224
0.7,Very Good,D,VS1,59.3,55,5.86,5.83,3.47,4003
1.02,Premium,D,SI2,62.5,59,6.43,6.38,4.0,4907
1.01,Premium,G,SI2,62.4,59,6.39,6.34,3.97,4327
1.0,Premium,G,SI2,61.8,60,6.37,6.34,3.93,4284
1.01,Premium,E,SI1,62.8,58,6.38,6.33,3.99,5741
1.0,Premium,E,VS2,61.3,58,6.41,6.38,3.92,7168
1.02,Premium,F,SI2,60.2,61,6.52,6.48,3.91,4238
0.91,Good,G,VVS2,64.1,58,6.06,6.1,3.9,4543
1.2,Premium,I,VS2,61.8,55,6.93,6.8,4.24,5699
1.2,Premium,D,SI2,61.4,60,6.85,6.79,4.19,5947
1.25,Premium,J,VS2,62.2,59,6.88,6.86,4.27,5396
1.0,Fair,F,VS2,64.7,59,6.22,6.15,4.0,4829
1.07,Very Good,E,VS2,60.4,58,6.61,6.66,4.01,6441
1.01,Good,F,SI2,63.6,59,6.34,6.37,4.04,4121
0.9,Good,F,VS2,63.3,57,6.11,6.15,3.88,4432
1.04,Premium,E,SI2,61.0,60,6.57,6.52,3.99,4240
1.03,Ideal,I,VS1,62.4,57,6.48,6.4,4.02,4199
1.01,Ideal,F,VS1,63.2,56,6.35,6.41,4.03,7209
1.33,Very Good,H,SI2,62.5,58,7.04,6.97,4.38,6482
1.22,Ideal,F,SI2,62.5,56,6.85,6.81,4.27,6518
1.14,Ideal,I,VS1,61.1,56,6.73,6.76,4.12,7038
1.26,Premium,F,SI1,62.3,58,6.89,6.84,4.28,6915
1.2,Ideal,I,SI1,62.1,55,6.83,6.79,4.23,5174
0.96,Very Good,F,SI1,60.6,62,6.35,6.39,3.86,4560
0.9,Very Good,G,VVS1,63.3,58,6.05,6.14,3.86,4697
1.12,Premium,H,VS1,62.1,58,6.6,6.64,4.11,5845
1.01,Very Good,F,VS2,62.3,59,6.37,6.41,3.98,6770
1.16,Fair,G,SI1,65.9,55,6.54,6.51,4.3,4612
1.39,Good,F,SI2,63.8,55,7.05,7.08,4.51,6969
1.52,Very Good,I,SI2,59.8,62,7.41,7.47,4.45,7866
1.28,Good,G,SI2,63.6,57,6.78,6.73,4.29,4679
1.01,Premium,F,VS2,60.4,59,6.52,6.46,3.92,6271
1.2,Very Good,D,SI2,63.5,59,6.61,6.56,4.18,4758
1.06,Ideal,G,SI2,62.1,58,6.49,6.53,4.04,4987
1.25,Ideal,I,SI1,59.6,59,7.01,7.09,4.2,6066
1.08,Very Good,H,SI2,63.0,59,6.51,6.54,4.11,4481
1.02,Very Good,E,SI1,60.5,63,6.54,6.48,3.94,4901
1.26,Ideal,H,SI1,61.7,58,6.95,6.9,4.27,6476
1.25,Ideal,I,SI2,62.0,57,6.92,6.85,4.27,5355
1.02,Premium,H,SI2,60.9,59,6.46,6.51,3.95,4207
2.17,Fair,G,I1,55.6,62,8.75,8.69,4.8,6817
1.01,Very Good,F,SI1,63.5,58,6.29,6.24,3.98,4632
1.01,Ideal,G,VS2,61.0,56,6.47,6.51,3.96,6734
1.18,Premium,H,SI2,58.7,60,7.01,6.93,4.09,4956
1.05,Ideal,H,VS2,62.6,56,6.45,6.5,4.05,6165
0.92,Very Good,F,SI1,62.9,56,6.2,6.24,3.91,4037
0.9,Very Good,D,SI1,61.5,58,6.15,6.21,3.8,4381
1.06,Premium,I,VS1,61.2,57,6.56,6.59,4.03,5550
1.01,Good,F,SI1,64.2,58,6.33,6.31,4.06,4276
1.02,Premium,F,VS1,60.8,59,6.49,6.46,3.94,7677
0.93,Good,G,VS1,63.8,59,6.15,6.21,3.94,4503
1.11,Ideal,G,VS2,61.4,56,6.65,6.7,4.1,7443
1.51,Fair,E,SI1,67.2,53,7.15,7.1,4.79,7468
1.01,Good,E,SI1,63.2,59,6.25,6.28,3.96,4619
1.22,Premium,H,VS1,62.7,56,6.82,6.74,4.25,7105
1.01,Very Good,E,VS2,62.2,58,6.36,6.41,3.97,6522
1.1,Ideal,F,SI2,62.4,56,6.58,6.62,4.12,5596
1.03,Premium,H,VS1,62.5,59,6.47,6.43,4.03,5624
1.01,Good,D,SI1,65.1,57,6.3,6.32,4.11,5544
1.01,Good,H,SI1,63.4,59,6.28,6.34,4.0,4749
1.56,Very Good,J,SI2,61.4,58,7.4,7.45,4.56,6662
1.0,Ideal,D,SI1,62.8,55,6.3,6.38,3.98,5639
1.11,Very Good,D,SI2,59.9,57,6.72,6.74,4.03,5042
1.02,Ideal,D,SI1,62.3,56,6.49,6.45,4.03,5266
1.48,Premium,I,SI2,61.3,58,7.39,7.32,4.51,7086
1.16,Premium,G,SI1,62.5,58,6.73,6.68,4.19,6132
1.27,Very Good,J,VS1,63.4,60,6.85,6.8,4.33,5690
1.05,Very Good,E,SI1,62.2,56,6.49,6.56,4.06,5494
1.08,Premium,H,SI1,61.7,59,6.56,6.6,4.06,4740
0.7,Very Good,E,VVS1,63.2,57,5.62,5.67,3.57,4644
1.0,Very Good,D,SI2,62.3,56,6.33,6.39,3.96,4348
1.0,Premium,F,SI2,62.8,57,6.44,6.37,4.02,4155
1.04,Premium,F,SI1,62.5,60,6.46,6.43,4.03,5724
1.27,Premium,I,SI1,60.9,59,6.94,6.99,4.24,5588
1.34,Very Good,I,SI1,61.1,59,7.05,7.12,4.33,6763
1.0,Ideal,I,VS2,62.5,55,6.41,6.36,4.0,4511
1.08,Ideal,H,SI1,59.7,60,6.71,6.69,4.0,5154
1.2,Ideal,J,SI1,62.3,56,6.77,6.81,4.23,4830
0.9,Very Good,D,SI1,62.6,58,6.11,6.15,3.84,4381
1.02,Good,H,SI2,61.4,60,6.44,6.49,3.97,4521
1.01,Premium,F,SI1,60.6,59,6.52,6.49,3.94,5345
1.03,Premium,H,SI2,62.3,59,6.46,6.42,4.01,4153
1.2,Very Good,I,SI1,63.2,58,6.71,6.75,4.25,5257
1.28,Premium,H,SI1,62.3,58,7.0,6.94,4.34,6946
1.01,Premium,H,VS2,61.6,59,6.41,6.39,3.94,5260
0.91,Very Good,G,VS1,63.4,54,6.24,6.07,3.9,4209
1.03,Ideal,G,VS1,62.3,56,6.5,6.46,4.04,6864
1.07,Ideal,F,VS2,62.4,55,6.53,6.57,4.09,7483
1.07,Ideal,H,VS2,62.0,57,6.55,6.58,4.07,5820
1.01,Very Good,G,VS2,61.6,60,6.42,6.47,3.97,6406
1.0,Premium,H,VVS2,61.4,59,6.49,6.45,3.97,5914
1.04,Premium,F,SI1,59.5,60,6.62,6.59,3.93,5882
1.06,Very Good,F,SI2,60.0,59,6.6,6.63,3.97,4224
1.16,Ideal,J,SI1,61.8,55,6.75,6.78,4.18,5124
1.05,Very Good,H,SI1,63.5,57,6.47,6.44,4.1,4692
1.11,Ideal,E,SI2,62.0,57,6.67,6.63,4.12,4196
1.0,Good,G,VS2,62.9,56,6.33,6.39,4.0,5544
1.0,Ideal,D,SI1,62.5,55,6.42,6.34,3.99,6664
1.01,Premium,E,SI1,61.6,59,6.44,6.42,3.96,4299
1.01,Fair,F,VS1,64.6,60,6.26,6.16,4.01,6366
1.06,Premium,D,SI2,60.9,60,6.55,6.52,3.98,4155
1.22,Fair,I,SI1,66.2,60,6.61,6.56,4.36,4099
1.0,Good,D,SI1,60.5,60,6.37,6.42,3.87,5546
1.5,Premium,H,SI2,61.8,57,7.34,7.31,4.53,6443
1.01,Good,D,SI2,63.9,57,6.36,6.29,4.04,4672
1.0,Very Good,D,SI1,59.8,59,6.47,6.51,3.88,5671
0.97,Premium,F,SI1,62.7,59,6.31,6.28,3.95,4481
1.19,Ideal,E,SI2,60.2,57,6.84,6.87,4.13,5717
1.01,Ideal,H,SI2,61.3,59,6.5,6.46,3.97,4078
1.01,Very Good,F,SI2,63.2,59,6.38,6.35,4.02,4497
0.94,Premium,E,SI2,62.4,58,6.33,6.26,3.93,4027
1.02,Very Good,G,VS1,62.0,59,6.39,6.45,3.98,6126
1.24,Premium,H,SI1,60.1,58,7.04,7.01,4.22,6215
1.05,Ideal,F,VS2,59.1,57,6.67,6.66,3.94,7697
1.14,Very Good,F,VS2,58.3,60,6.87,6.91,4.02,7293
1.21,Ideal,H,VS2,62.8,55,6.79,6.74,4.25,5882
1.04,Ideal,G,SI1,61.9,56,6.46,6.5,4.01,5311
1.02,Premium,D,SI1,62.3,59,6.42,6.38,3.99,5998
1.2,Premium,E,SI2,62.6,56,6.84,6.77,4.26,6397
1.01,Ideal,E,SI2,61.9,56,6.46,6.43,3.99,4921
1.35,Premium,J,SI1,62.1,54,7.15,7.09,4.42,4082
1.14,Very Good,H,SI1,62.9,59,6.62,6.64,4.17,5367
1.03,Premium,H,SI1,61.9,58,6.49,6.43,4.0,4932
1.09,Premium,D,SI2,62.2,59,6.49,6.46,4.03,4682
1.1,Ideal,H,SI2,62.6,56,6.65,6.57,4.14,4620
1.06,Premium,F,VS2,61.2,57,6.64,6.49,4.02,5942
1.2,Ideal,D,SI1,61.8,58,6.76,6.83,4.2,7508
0.94,Premium,H,VS2,60.1,59,6.35,6.32,3.81,4548
1.0,Premium,D,VS2,59.8,58,6.55,6.47,3.89,7392
1.95,Premium,H,I1,60.3,59,8.1,8.05,4.87,5045
1.03,Premium,I,SI1,61.0,58,6.52,6.47,3.96,4038
1.14,Premium,D,SI2,59.2,61,6.84,6.82,4.04,5047
1.01,Good,E,SI1,63.7,58,6.32,6.36,4.04,5132
1.22,Ideal,H,VS1,62.7,55,6.82,6.73,4.25,5773
1.01,Ideal,J,SI1,60.2,59,6.48,6.51,3.91,4194
1.11,Good,H,SI1,64.2,58,6.53,6.47,4.17,4606
1.22,Premium,H,VS2,62.3,58,6.85,6.77,4.24,6608
1.7,Very Good,F,I1,63.1,56,7.62,7.51,4.78,5998
1.06,Ideal,I,SI1,62.2,56,6.49,6.53,4.05,4313
1.48,Very Good,H,SI2,62.3,58,7.18,7.23,4.49,7244
0.9,Very Good,D,SI1,62.8,59,6.06,6.1,3.82,4068
1.01,Very Good,F,VS2,59.9,61,6.46,6.5,3.88,5988
1.14,Premium,D,SI2,62.4,58,6.67,6.7,4.17,4513
1.03,Very Good,G,SI1,63.2,58,6.43,6.38,4.05,4764
1.23,Ideal,H,SI1,61.0,56,6.96,6.92,4.23,6439
1.04,Ideal,G,SI1,61.9,53,6.53,6.54,4.05,5570
1.12,Ideal,G,VS2,62.2,54,6.65,6.7,4.15,7193
1.09,Very Good,H,SI1,62.5,57,6.49,6.54,4.07,5950
1.0,Good,E,VS1,60.1,63,6.42,6.45,3.87,7556
1.21,Ideal,H,SI1,61.8,55,6.82,6.86,4.23,6727
1.02,Very Good,D,SI1,63.2,58,6.41,6.35,4.03,5198
1.02,Premium,G,SI1,61.7,58,6.47,6.37,3.96,5169
1.06,Ideal,E,VS2,61.8,55,6.59,6.51,4.05,7788
1.22,Ideal,I,VS2,59.5,57,6.91,6.97,4.13,5761
1.24,Ideal,J,SI1,61.8,57,6.92,6.86,4.26,5000
1.18,Ideal,I,VS1,62.6,55,6.73,6.79,4.24,6541
1.6,Fair,F,SI2,65.0,56,7.35,7.26,4.8,6272
1.2,Very Good,E,SI1,63.2,57,6.75,6.69,4.25,6373
1.11,Good,F,SI1,62.1,61,6.58,6.62,4.1,5602
1.02,Ideal,H,VVS2,60.9,57,6.49,6.44,3.94,4798
1.01,Very Good,D,SI2,62.8,59,6.34,6.44,4.01,4588
1.02,Ideal,H,SI1,60.0,59,6.56,6.55,3.93,4724
1.01,Ideal,J,SI2,61.9,55,6.5,6.43,4.01,4174
1.29,Premium,G,SI2,61.1,59,7.03,6.95,4.27,6116
1.28,Premium,H,SI1,59.9,59,7.08,7.05,4.23,6701
1.51,Good,D,SI2,61.7,65,7.31,7.38,4.53,7384
1.12,Ideal,F,SI1,61.7,56,6.64,6.68,4.11,7812
1.5,Good,J,VS2,59.6,60,7.31,7.38,4.38,7368
1.19,Very Good,H,SI1,62.7,61,6.66,6.73,4.2,5595
1.03,Premium,G,SI1,60.1,60,6.55,6.52,3.93,5581
1.01,Ideal,D,SI2,62.5,57,6.39,6.35,3.98,5206
0.91,Very Good,D,SI1,59.3,58,6.33,6.38,3.77,4253
1.01,Very Good,D,SI1,61.6,59,6.42,6.47,3.97,5815
0.9,Ideal,E,SI2,62.7,54,6.13,6.21,3.87,4091
1.14,Very Good,J,VS1,60.0,60,6.76,6.81,4.07,4702
1.0,Good,D,SI2,58.1,65,6.54,6.48,3.78,4427
0.91,Premium,G,VS2,59.5,58,6.34,6.26,3.75,4241
1.02,Ideal,E,SI2,61.6,55,6.46,6.52,4.0,4824
1.2,Ideal,G,VS1,61.7,56,6.84,6.77,4.2,5766
1.09,Very Good,G,VS1,59.7,63,6.74,6.65,4.0,6570
1.08,Ideal,D,SI1,60.3,57,6.68,6.71,4.04,6539
0.76,Very Good,E,IF,61.9,56,5.83,5.85,3.62,4798
1.34,Premium,G,SI2,61.7,58,7.1,7.04,4.36,6583
1.08,Premium,E,SI1,59.6,60,6.73,6.66,3.99,5908
1.0,Fair,F,SI1,66.4,57,6.21,6.14,4.1,4256
1.0,Good,H,SI1,61.2,62,6.32,6.36,3.88,4389
0.9,Ideal,D,VS1,61.9,59,6.14,6.17,3.81,7393
0.93,Ideal,E,SI2,60.5,54,6.4,6.38,3.87,4858
1.01,Premium,G,SI2,60.1,59,6.55,6.46,3.91,4327
1.0,Very Good,G,VS2,63.8,58,6.31,6.35,4.04,6389
0.9,Very Good,F,SI1,61.6,58,6.12,6.26,3.81,4074
1.7,Very Good,J,SI1,59.1,61,7.79,7.85,4.62,7713
0.73,Ideal,D,VVS2,62.2,56,5.79,5.73,3.58,4252
1.32,Good,J,VS1,62.6,62,6.92,7.01,4.36,6147
1.24,Very Good,H,SI2,60.0,58,6.99,7.05,4.21,5858
1.0,Fair,G,VS1,58.7,67,6.47,6.45,3.79,5853
1.01,Good,G,SI2,62.4,60,6.32,6.38,3.96,4150
1.26,Good,J,SI1,63.9,58,6.78,6.74,4.32,4255
1.21,Very Good,J,SI1,62.7,57,6.72,6.77,4.23,4312
0.92,Very Good,E,SI2,62.1,58,6.18,6.22,3.85,4011
1.2,Very Good,G,SI1,63.4,55,6.72,6.65,4.24,4520
1.38,Fair,G,SI2,61.2,59,7.19,7.13,4.38,4730
1.14,Very Good,D,SI2,59.2,61,6.82,6.84,4.04,4957
1.35,Ideal,H,VS2,61.6,55,7.08,7.02,4.34,6502
1.28,Premium,H,SI1,62.0,62,6.93,6.87,4.28,6595
1.29,Premium,I,SI1,61.8,59,6.99,6.96,4.31,6429
1.0,Very Good,F,SI2,62.9,59,6.27,6.38,3.98,4037
1.19,Good,H,VS1,60.8,61,6.86,6.88,4.18,7152
1.0,Premium,H,SI1,59.4,58,6.51,6.46,3.85,4788
1.02,Ideal,E,VS2,62.7,56,6.38,6.44,4.02,6732
1.04,Ideal,H,VS2,61.0,57,6.56,6.53,3.99,5189
1.11,Premium,J,VS2,59.9,60,6.78,6.71,4.04,4315
1.13,Ideal,D,SI2,60.1,55,6.79,6.85,4.1,5412
1.01,Fair,G,VS2,66.8,56,6.15,6.09,4.09,4480
1.01,Premium,E,VS2,62.2,58,6.36,6.41,3.97,6843
0.9,Premium,E,VS1,60.1,56,6.38,6.3,3.81,5242
1.05,Premium,H,SI1,62.2,58,6.5,6.46,4.03,4682
1.11,Ideal,H,SI1,62.0,56,6.65,6.61,4.11,5102
1.31,Ideal,G,SI1,63.4,57,6.97,6.87,4.4,7277
1.32,Premium,I,SI1,62.2,58,6.99,7.04,4.36,6171
1.06,Very Good,H,SI2,62.4,54,6.5,6.54,4.07,4516
1.17,Ideal,G,VS2,61.3,56,6.81,6.79,4.17,7548
1.0,Premium,F,VS2,62.2,57,6.43,6.4,3.99,6296
0.91,Premium,E,SI1,62.1,58,6.15,6.18,3.83,4332
1.2,Ideal,H,SI1,60.8,57,6.9,6.88,4.19,6485
0.91,Premium,E,SI1,61.9,61,6.12,6.1,3.78,4138
1.12,Premium,I,VS2,61.9,58,6.63,6.68,4.12,5027
1.02,Ideal,I,SI1,61.3,57,6.47,6.49,3.97,4685
1.42,Premium,H,SI2,61.6,58,7.22,7.17,4.43,7316
1.01,Ideal,F,SI2,62.4,54,6.41,6.44,4.01,5154
1.1,Premium,H,VS2,61.4,58,6.68,6.62,4.08,5652
1.11,Ideal,I,SI1,61.7,57,6.61,6.64,4.09,6090
1.01,Fair,F,SI1,57.9,57,6.53,6.57,3.79,5144
1.0,Very Good,E,SI1,62.1,57,6.35,6.4,3.96,4864
1.0,Good,E,VVS1,64.1,62,6.29,6.26,4.02,7084
1.01,Premium,E,VS2,59.5,60,6.3,6.24,3.73,5882
1.01,Premium,D,SI1,62.8,58,6.37,6.3,3.98,4751
1.0,Very Good,E,VVS2,61.9,61,6.38,6.42,3.96,7777
1.5,Premium,H,SI2,62.3,59,7.27,7.21,4.52,7291
0.91,Very Good,F,VS1,63.5,56,6.18,6.14,3.91,4739
1.21,Ideal,H,VS1,62.8,54,6.81,6.78,4.26,7928
1.11,Ideal,H,VVS2,61.4,57,6.63,6.67,4.08,6837
0.91,Very Good,H,VVS2,63.6,56,6.11,6.13,3.89,4143
1.53,Very Good,H,SI1,63.1,56,7.32,7.27,4.6,7862
1.13,Premium,D,SI2,62.0,58,6.64,6.68,4.13,5280
1.0,Good,E,SI1,63.2,57,6.36,6.39,4.03,5299
1.25,Premium,I,SI2,60.5,58,7.0,6.96,4.22,5166
0.9,Very Good,H,VVS1,62.1,59,6.17,6.19,3.84,4664
1.01,Ideal,E,SI2,61.2,54,6.49,6.52,3.98,4666
1.53,Premium,F,SI2,60.9,60,7.5,7.37,4.53,7685
1.01,Premium,D,SI1,61.6,60,6.47,6.43,3.97,5543
1.01,Premium,G,VS2,62.4,59,6.45,6.41,4.01,5787
1.09,Ideal,J,VS2,62.0,54,6.64,6.61,4.11,4361
1.58,Ideal,J,SI1,61.6,56,7.53,7.5,4.63,7592
1.01,Good,F,VS2,64.1,59,6.16,6.23,3.97,6037
1.06,Premium,G,SI1,62.7,56,6.55,6.46,4.08,5183
1.01,Fair,D,SI1,64.7,57,6.33,6.25,4.07,5430
1.01,Premium,F,VS2,62.1,60,6.43,6.36,3.97,6097
1.34,Ideal,G,SI2,62.0,55,7.06,7.03,4.37,5358
1.03,Ideal,G,VS1,61.4,55,6.5,6.53,4.0,7481
1.01,Premium,G,SI1,63.0,59,6.32,6.27,3.96,4338
1.07,Good,F,SI2,61.3,65,6.59,6.41,4.0,4446
1.03,Ideal,G,SI2,62.1,57,6.44,6.42,3.99,4470
1.23,Premium,H,SI2,61.2,57,6.89,6.86,4.21,5373
1.33,Ideal,H,VS2,62.6,57,7.02,6.98,4.38,7850
1.01,Very Good,F,VS1,62.8,58,6.32,6.39,3.99,6999
1.01,Good,E,SI1,59.3,64,6.47,6.49,3.84,4399
1.1,Good,I,SI1,57.7,60,6.82,6.77,3.92,4312
1.34,Ideal,H,SI1,62.4,54,7.05,7.08,4.41,7659
1.09,Ideal,E,SI2,61.9,55,6.64,6.6,4.1,5127
1.01,Very Good,F,VS1,59.9,59,6.52,6.57,3.92,6825
1.04,Ideal,G,VS1,61.5,55,6.54,6.55,4.02,6831
1.0,Very Good,E,VS2,62.8,57,6.34,6.37,3.99,6600
1.1,Very Good,H,SI1,62.5,56,6.56,6.63,4.12,4414
1.26,Very Good,G,SI1,63.3,58,6.88,6.84,4.34,7910
1.01,Good,G,VS2,64.4,58,6.23,6.31,4.04,5418
1.12,Ideal,G,VS1,61.0,56,6.76,6.72,4.11,7632
1.01,Premium,G,VS2,62.1,60,6.37,6.35,3.95,5946
1.01,Premium,F,VS2,61.7,58,6.42,6.48,3.98,6416
1.02,Very Good,G,VS2,60.5,54,6.48,6.57,3.95,6058
1.06,Premium,D,SI1,61.1,59,6.63,6.56,4.03,6352
1.01,Very Good,E,SI1,63.3,58,6.39,6.37,4.04,5077
1.19,Premium,H,VS2,61.1,58,6.83,6.78,4.16,6944
1.01,Good,G,VS2,63.2,64,6.34,6.28,3.99,5538
1.11,Premium,D,VS2,59.5,60,6.77,6.7,4.01,6579
1.07,Good,F,SI2,58.7,64,6.64,6.68,3.91,4232
1.25,Premium,H,SI2,61.6,54,6.95,6.85,4.25,5740
0.9,Very Good,G,VS2,58.8,61,6.28,6.3,3.7,4400
1.0,Very Good,H,SI1,61.8,57,6.39,6.42,3.96,4995
1.11,Very Good,E,SI2,60.0,61,6.66,6.71,4.01,4170
0.92,Good,F,SI1,64.0,56,6.12,6.17,3.93,4326
1.08,Very Good,G,SI1,60.6,58,6.58,6.73,4.03,4906
1.38,Premium,H,VS1,61.0,60,7.21,7.16,4.38,7233
1.71,Ideal,J,SI1,62.8,57,7.58,7.55,4.75,6320
1.13,Ideal,D,SI1,61.4,56,6.69,6.74,4.12,7066
1.2,Very Good,H,SI2,62.0,58,6.73,6.79,4.19,5352
1.01,Premium,E,SI2,62.5,60,6.42,6.39,4.0,4434
1.0,Good,D,VS1,62.7,62,6.21,6.23,3.9,7672
1.0,Premium,E,SI2,61.7,58,6.34,6.39,3.93,4620
1.01,Ideal,G,VS2,61.7,57,6.48,6.45,3.99,5995
1.16,Premium,I,SI1,62.7,57,6.76,6.67,4.21,4872
1.0,Good,I,VS2,59.7,64,6.51,6.45,3.87,4155
0.91,Very Good,E,SI1,63.3,56,6.12,6.17,3.89,4191
0.91,Premium,D,SI2,61.5,56,6.27,6.22,3.84,4051
1.01,Very Good,F,SI1,62.3,55,6.38,6.42,3.99,5789
1.17,Very Good,H,SI1,63.1,56,6.76,6.71,4.25,4652
1.21,Premium,I,SI2,59.9,58,6.94,6.91,4.15,4879
1.01,Premium,G,SI2,59.5,55,6.59,6.53,3.9,4355
0.92,Good,H,VS1,62.3,63,6.18,6.3,3.88,4116
0.9,Premium,G,VS2,60.0,59,6.3,6.23,3.76,4424
0.92,Ideal,F,SI2,61.5,53,6.26,6.3,3.86,4691
1.09,Very Good,H,SI1,61.7,59,6.53,6.59,4.05,4849
1.02,Premium,F,SI2,60.4,60,6.53,6.49,3.93,4238
1.01,Good,E,SI1,58.1,59,6.57,6.65,3.84,5627
1.07,Premium,F,SI2,58.2,58,6.79,6.72,3.93,4319
1.04,Very Good,E,SI1,63.5,56,6.41,6.37,4.06,5381
0.9,Ideal,F,SI1,61.7,55,6.19,6.16,3.81,4269
1.51,Premium,E,SI2,62.7,58,7.27,7.24,4.55,6342
1.27,Ideal,I,SI2,62.1,56,6.92,6.96,4.31,5154
1.01,Very Good,E,VS2,62.9,58,6.37,6.47,4.04,6221
1.0,Ideal,G,VVS2,62.8,57,6.37,6.43,4.02,7979
1.03,Ideal,G,VS1,62.0,57,6.45,6.48,4.0,7119
1.06,Premium,D,SI1,59.4,57,6.72,6.65,3.97,5817
1.01,Ideal,H,SI1,61.2,56,6.44,6.47,3.95,5664
1.06,Ideal,I,VS2,60.3,57,6.61,6.66,4.01,5516
1.01,Good,D,SI1,58.5,64,6.4,6.45,3.76,5271
1.25,Premium,J,SI1,61.8,55,6.91,6.82,4.24,5607
1.1,Very Good,F,SI1,60.5,60,6.65,6.67,4.03,5667
1.02,Ideal,G,VS1,62.4,57,6.41,6.43,4.01,7440
1.0,Premium,D,SI1,62.0,58,6.41,6.29,3.94,4704
1.07,Premium,I,SI1,61.2,58,6.62,6.55,4.03,4126
0.84,Very Good,F,VVS2,60.4,62,6.1,6.15,3.7,4318
1.2,Good,J,VS2,64.3,56,6.65,6.57,4.25,4637
1.03,Very Good,D,SI2,61.8,60,6.42,6.45,3.98,4478
1.08,Ideal,H,SI2,60.4,57,6.63,6.68,4.02,4455
1.04,Ideal,H,SI2,62.2,56,6.51,6.48,4.04,4077
1.01,Good,G,VS1,59.2,63,6.5,6.48,3.84,6407
1.11,Ideal,E,SI2,61.2,55,6.68,6.72,4.1,5262
1.2,Ideal,I,VS2,62.3,57,6.74,6.8,4.22,5736
1.04,Ideal,H,SI2,59.6,56,6.64,6.59,3.94,4077
1.0,Very Good,F,VS2,62.2,57,6.4,6.43,3.99,6183
1.0,Fair,H,VS2,66.8,63,6.19,6.08,4.1,4166
1.27,Premium,J,VS1,62.6,59,6.88,6.92,4.32,5518
1.2,Ideal,I,SI2,63.0,57,6.77,6.7,4.24,4596
1.13,Very Good,J,VS1,62.1,59,6.64,6.71,4.14,5370
1.01,Premium,F,SI2,62.0,59,6.49,6.43,4.01,4072
1.09,Premium,H,SI1,59.8,60,6.72,6.66,4.0,5335
1.07,Ideal,F,SI2,62.0,57,6.49,6.6,4.06,4678
1.0,Good,D,VS2,65.7,55,6.17,6.22,4.07,6163
1.0,Good,H,SI1,63.7,60,6.33,6.3,4.02,4788
1.21,Ideal,I,VS2,62.3,58,6.79,6.75,4.22,5387
1.21,Ideal,H,SI2,61.1,56,6.92,6.87,4.21,6098
1.02,Very Good,F,SI2,60.0,57,6.53,6.57,3.93,4373
1.01,Ideal,G,VS2,59.7,57,6.49,6.44,3.86,6024
1.21,Ideal,G,VS1,62.5,57,6.77,6.7,4.21,6025
1.02,Very Good,E,VS2,60.6,61,6.44,6.47,3.91,6366
1.0,Good,G,SI1,61.9,61,6.36,6.4,3.95,4859
1.02,Premium,G,VS2,62.5,58,6.46,6.41,4.02,6416
1.09,Very Good,D,SI2,62.2,59,6.46,6.49,4.03,4598
1.0,Premium,E,SI2,62.2,59,6.38,6.35,3.96,4390
1.23,Ideal,G,VS2,61.5,54,6.89,6.92,4.25,7988
1.19,Ideal,H,VVS2,61.6,56,6.78,6.86,4.2,7651
1.0,Premium,D,SI1,62.1,58,6.45,6.34,3.97,5488
